Location A,Location B,Means of transport,Starting point,Destination
Cruzamento da A-1 com a M-40,Cruzamento da M-40 com a R-2,Car,True,R-3
Cruzamento da A-1 com a M-40,Cruzamento da M-40 com a R-2,Car,True,R-4
Cruzamento da A-1 com a M-50,Cruzamento Oeste da M-50 com a R-2,Car,False,A-1 - Burgos/Madrid
Cruzamento da A-1 com a M-50,Cruzamento Oeste da M-50 com a R-2,Car,True,A-2 - Aeroporto de Madrid-Barajas/Madrid/Zaragoza
Cruzamento da A-1 com a M-50,Cruzamento Oeste da M-50 com a R-2,Car,True,M-45
Cruzamento da A-1 com a M-50,Cruzamento Oeste da M-50 com a R-2,Car,True,R-2 - Aeroporto de Madrid-Barajas
Cruzamento da A-2 com a M-14,Cruzamento da M-11 com a M-14,Car,False,A-2 - Madrid/Zaragoza
Cruzamento da A-2 com a M-14,Cruzamento da M-11 com a M-14,Car,False,M-40
Cruzamento da A-2 com a M-14,Cruzamento da M-11 com a M-14,Car,True,Aeroporto de Madrid-Barajas
Cruzamento da A-2 com a M-14,Cruzamento da M-11 com a M-14,Car,True,M-11
Cruzamento da A-2 com a M-14,Cruzamento da M-11 com a M-14,Car,True,M-12
Cruzamento da A-2 com a M-14,Cruzamento da M-11 com a M-14,Car,True,M-13
Cruzamento da A-2 com a M-14,Cruzamento da M-14 com a M-21 e a M-40,Car,False,A-2 - Zaragoza
Cruzamento da A-2 com a M-14,Cruzamento da M-14 com a M-21 e a M-40,Car,False,Aeroporto de Madrid-Barajas
Cruzamento da A-2 com a M-14,Cruzamento da M-14 com a M-21 e a M-40,Car,False,M-30
Cruzamento da A-2 com a M-14,Cruzamento da M-14 com a M-21 e a M-40,Car,False,Madrid - Avenida de América
Cruzamento da A-2 com a M-14,Cruzamento da M-14 com a M-21 e a M-40,Car,True,A-2 - Zaragoza
Cruzamento da A-2 com a M-14,Cruzamento da M-14 com a M-21 e a M-40,Car,True,M-21 - Centro de Transportes de Coslada/Porto Seco de Madrid/San Fernando
Cruzamento da A-2 com a M-14,Cruzamento da M-14 com a M-21 e a M-40,Car,True,M-40 - A-3/A-4/R-3/R-4
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,False,A-3 - Valencia
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,False,A-4
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,False,A-5
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,False,A-42
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,False,Madrid - Calle de Alcalá
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,True,A-1 - Burgos
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,True,A-6
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,True,M-607
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,True,Madrid - Avenida de Ramón y Cajal
Cruzamento da A-2 com a M-30,M-30 - Saída 4,Car,True,Madrid - Calle de Costa Rica
Cruzamento da A-2 com a M-30,M-30 - Saída 5B-6A,Car,False,A-1 - Burgos
Cruzamento da A-2 com a M-30,M-30 - Saída 5B-6A,Car,False,A-6
Cruzamento da A-2 com a M-30,M-30 - Saída 5B-6A,Car,False,M-607
Cruzamento da A-2 com a M-30,M-30 - Saída 5B-6A,Car,False,Madrid - Avenida de Ramón y Cajal
Cruzamento da A-2 com a M-30,M-30 - Saída 5B-6A,Car,False,Madrid - Calle de Costa Rica
Cruzamento da A-2 com a M-30,M-30 - Saída 5B-6A,Car,True,A-3 - Valencia
Cruzamento da A-2 com a M-30,M-30 - Saída 5B-6A,Car,True,A-4
Cruzamento da A-2 com a M-30,M-30 - Saída 5B-6A,Car,True,A-5
Cruzamento da A-2 com a M-30,M-30 - Saída 5B-6A,Car,True,A-42
Cruzamento da A-2 com a R-2,R-2 - Saída 60,Car,False,Barcelona
Cruzamento da A-2 com a R-2,R-2 - Saída 60,Car,False,Zaragoza
Cruzamento da A-2 com a R-2,R-2 - Saída 60,Car,True,Madrid
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,False,A-4 - Córdoba
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,False,A-5
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,False,A-6
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,False,A-42
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,False,Madrid - Calle Méndez Álvaro
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,False,Terminal Rodoviário Sul de Madrid
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,True,A-1
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,True,A-2
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,True,Aeroporto de Madrid-Barajas
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,True,Feria de Madrid
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,True,Madrid - Avenida del Doctor García Tapia
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,True,Madrid - Calle de O'Donnell
Cruzamento da A-3 com a M-30,M-30 - Saída 8,Car,True,R-3 - Valencia
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,False,A-1
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,False,A-2 - Zaragoza
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,False,A-6
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,False,Aeroporto de Madrid-Barajas
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,False,Feria de Madrid
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,False,Madrid - Calle de Alcalá
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,True,A-4 - Córdoba
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,True,A-42 - Toledo
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,True,Madrid - Calle Méndez Álvaro
Cruzamento da A-3 com a M-30,M-30 - Saída 10,Car,True,Terminal Rodoviário Sul de Madrid
Cruzamento da A-3 com a M-30,M-30 - Saída 15,Car,False,A-1
Cruzamento da A-3 com a M-30,M-30 - Saída 15,Car,False,A-2
Cruzamento da A-3 com a M-30,M-30 - Saída 15,Car,False,A-3 - Valencia
Cruzamento da A-3 com a M-30,M-30 - Saída 15,Car,False,Aeroporto de Madrid-Barajas
Cruzamento da A-3 com a M-30,M-30 - Saída 15,Car,True,A-5 - Badajoz
Cruzamento da A-3 com a M-30,M-30 - Saída 15,Car,True,A-6 - A Coruña
Cruzamento da A-3 com a M-30,M-30 - Saída 15,Car,True,Madrid - Glorieta de Pirámides
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,False,A-3 - Valência
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,False,A-4
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,False,A-42
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,False,R-4
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,True,A-1
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,True,A-2
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,True,Aeroporto de Madrid-Barajas
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,True,Feria de Madrid
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,True,M-607
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,True,R-2
Cruzamento da A-3 com a M-40,M-40 - Saída 14,Car,True,R-3 - Valência
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,False,A-1
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,False,A-2
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,False,A-3 - Valência
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,False,Aeroporto de Madrid-Barajas
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,False,Feria de Madrid
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,False,M-607
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,False,R-2
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,False,R-3 - Valência
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,True,A-4 - Córdoba
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,True,A-5
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,True,A-6
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,True,A-42
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,True,R-4 - Córdoba
Cruzamento da A-3 com a M-40,M-40 - Saída 16,Car,True,R-5
Cruzamento da A-3 com a M-45,M-45 - Avenida Ensanche de Vallecas,Car,False,A-1
Cruzamento da A-3 com a M-45,M-45 - Avenida Ensanche de Vallecas,Car,False,A-2 - Zaragoza
Cruzamento da A-3 com a M-45,M-45 - Avenida Ensanche de Vallecas,Car,False,Aeroporto de Madrid-Barajas
Cruzamento da A-3 com a M-45,M-45 - Avenida Ensanche de Vallecas,Car,False,R-2
Cruzamento da A-3 com a M-45,M-45 - Avenida Ensanche de Vallecas,Car,False,R-3
Cruzamento da A-3 com a M-45,M-45 - Avenida Ensanche de Vallecas,Car,True,A-4 - Córdoba
Cruzamento da A-3 com a M-45,M-45 - Avenida Ensanche de Vallecas,Car,True,A-5
Cruzamento da A-3 com a M-45,M-45 - Avenida Ensanche de Vallecas,Car,True,A-42
Cruzamento da A-3 com a M-45,M-45 - Avenida Ensanche de Vallecas,Car,True,R-5
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,False,A-4 - Córdoba
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,False,A-5
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,False,A-42
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,False,R-4
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,False,R-5
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,True,A-1
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,True,A-2 - Zaragoza
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,True,Aeroporto de Madrid-Barajas
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,True,R-2
Cruzamento da A-3 com a M-45,M-45 - Saída 20,Car,True,R-3
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,False,A-1
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,False,A-2
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,False,A-3 - Valência
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,False,Aeroporto de Madrid-Barajas
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,False,R-2
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,False,R-3 - Valência
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,True,A-4 - Córdoba
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,True,A-5
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,True,A-6
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,True,A-42
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,True,R-4 - Córdoba
Cruzamento da A-3 com a M-50,Cruzamento da M-31 com a M-50,Car,True,R-5
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,False,A-3 - Valência
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,False,A-4
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,False,A-42
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,False,R-4
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,False,R-5
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,True,A-1
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,True,A-2
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,True,Aeroporto de Madrid-Barajas
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,True,R-2
Cruzamento da A-3 com a M-50,Cruzamento da M-50 com a R-3,Car,True,R-3 - Valência
Cruzamento da A-4 com a A-4a,Cruzamento da A-4 com a A-480,Car,False,Cádiz
Cruzamento da A-4 com a A-4a,Cruzamento da A-4 com a A-480,Car,False,El Puerto de Santa María
Cruzamento da A-4 com a A-4a,Cruzamento da A-4 com a A-480,Car,True,Aeroporto de Jerez
Cruzamento da A-4 com a A-4a,Cruzamento da A-4 com a A-480,Car,True,El Cuervo de Sevilla
Cruzamento da A-4 com a A-4a,Cruzamento da A-4 com a A-480,Car,True,Sevilha
Cruzamento da A-4 com a A-40,Cruzamento da A-4 com a AP-36 e a R-4,Car,False,Aranjuez
Cruzamento da A-4 com a A-40,Cruzamento da A-4 com a AP-36 e a R-4,Car,False,Madrid
Cruzamento da A-4 com a A-40,Cruzamento da A-4 com a AP-36 e a R-4,Car,False,Ocaña
Cruzamento da A-4 com a A-40,Cruzamento da A-4 com a AP-36 e a R-4,Car,True,AP-36 - Albacete
Cruzamento da A-4 com a A-40,Cruzamento da A-4 com a AP-36 e a R-4,Car,True,Córdoba
Cruzamento da A-4 com a A-44,Cruzamento da A-32 com a A-44,Car,False,A-4 - Córdoba/Madrid
Cruzamento da A-4 com a A-44,Cruzamento da A-32 com a A-44,Car,True,A-32 - Albacete
Cruzamento da A-4 com a A-44,Cruzamento da A-32 com a A-44,Car,True,Granada
Cruzamento da A-4 com a A-44,Cruzamento da A-32 com a A-44,Car,True,Jaén
Cruzamento da A-4 com a A-491,Cruzamento da A-4 com a CA-37,Car,False,Jerez de la Frontera
Cruzamento da A-4 com a A-491,Cruzamento da A-4 com a CA-37,Car,False,Sevilha
Cruzamento da A-4 com a A-491,Cruzamento da A-4 com a CA-37,Car,True,Cádiz
Cruzamento da A-4 com a A-491,Cruzamento da A-4 com a CA-37,Car,True,Puerto Real
Cruzamento da A-4 com a AP-36 e a R-4,Cruzamento da A-40 com a R-4,Car,False,AP-36 - Albacete
Cruzamento da A-4 com a AP-36 e a R-4,Cruzamento da A-40 com a R-4,Car,False,Córdoba
Cruzamento da A-4 com a AP-36 e a R-4,Cruzamento da A-40 com a R-4,Car,False,Puerto Lápice
Cruzamento da A-4 com a AP-36 e a R-4,Cruzamento da A-40 com a R-4,Car,True,Aranjuez
Cruzamento da A-4 com a AP-36 e a R-4,Cruzamento da A-40 com a R-4,Car,True,Madrid
Cruzamento da A-4 com a CA-37,Cruzamento Sul da A-4 com a AP-4,Car,False,El Puerto de Santa María
Cruzamento da A-4 com a CA-37,Cruzamento Sul da A-4 com a AP-4,Car,False,Jerez de la Frontera
Cruzamento da A-4 com a CA-37,Cruzamento Sul da A-4 com a AP-4,Car,False,Sevilha
Cruzamento da A-4 com a CA-37,Cruzamento Sul da A-4 com a AP-4,Car,True,A-48 - Algeciras
Cruzamento da A-4 com a CA-37,Cruzamento Sul da A-4 com a AP-4,Car,True,AP-4 - Sevilha
Cruzamento da A-4 com a CA-37,Cruzamento Sul da A-4 com a AP-4,Car,True,San Fernando
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,False,A-5
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,False,A-6
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,False,A-42 - Toledo
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,False,Madrid - Avenida de Andalucía
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,True,A-1
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,True,A-2
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,True,A-3
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,True,Aeroporto de Madrid-Barajas
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,True,Feria de Madrid
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,True,Madrid - Calle de Alcalá
Cruzamento da A-4 com a M-30,M-30 - Saída 11,Car,True,Madrid - Calle de O'Donnell
Cruzamento da A-4 com a M-30,M-30 - Saída 13,Car,False,A-1
Cruzamento da A-4 com a M-30,M-30 - Saída 13,Car,False,A-2
Cruzamento da A-4 com a M-30,M-30 - Saída 13,Car,False,A-3 - Valencia
Cruzamento da A-4 com a M-30,M-30 - Saída 13,Car,True,A-5
Cruzamento da A-4 com a M-30,M-30 - Saída 13,Car,True,A-6
Cruzamento da A-4 com a M-30,M-30 - Saída 13,Car,True,A-42 - Toledo
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,False,A-4
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,False,A-5
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,False,A-6
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,False,A-42
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,False,M-30
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,True,A-1
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,True,A-2
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,True,A-3 - Valência
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,True,Aeroporto de Madrid-Barajas
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,True,Feria de Madrid
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,True,R-2
Cruzamento da A-4 com a M-40,M-40 - Saída 20,Car,True,R-3 - Valência
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,False,A-2
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,False,A-3
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,False,A-4 - Córdoba
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,False,Aeroporto de Madrid-Barajas
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,False,Feria de Madrid
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,False,R-3
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,False,R-4 - Córdoba
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,True,A-5
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,True,A-6
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,True,A-42 - Toledo
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,True,M-607
Cruzamento da A-4 com a M-40,M-40 - Saída 22,Car,True,R-5
Cruzamento da A-4 com a M-45,M-45 - Saída 7,Car,False,A-2
Cruzamento da A-4 com a M-45,M-45 - Saída 7,Car,False,A-3 - Valência
Cruzamento da A-4 com a M-45,M-45 - Saída 7,Car,False,A-4 - Córdoba/Madrid
Cruzamento da A-4 com a M-45,M-45 - Saída 7,Car,False,Aeroporto de Madrid-Barajas
Cruzamento da A-4 com a M-45,M-45 - Saída 7,Car,False,M-301 - San Martín de la Vega
Cruzamento da A-4 com a M-45,M-45 - Saída 7,Car,True,A-5
Cruzamento da A-4 com a M-45,M-45 - Saída 7,Car,True,A-42 - Toledo
Cruzamento da A-4 com a M-45,M-45 - Saída 11,Car,False,A-5
Cruzamento da A-4 com a M-45,M-45 - Saída 11,Car,False,A-42 - Toledo
Cruzamento da A-4 com a M-45,M-45 - Saída 11,Car,False,R-5
Cruzamento da A-4 com a M-45,M-45 - Saída 11,Car,True,A-1
Cruzamento da A-4 com a M-45,M-45 - Saída 11,Car,True,A-2
Cruzamento da A-4 com a M-45,M-45 - Saída 11,Car,True,A-3 - Valência
Cruzamento da A-4 com a M-45,M-45 - Saída 11,Car,True,Aeroporto de Madrid-Barajas
Cruzamento da A-4 com a M-45,M-45 - Saída 11,Car,True,R-2
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,False,A-2
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,False,A-3
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,False,A-4 - Córdoba
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,False,Aeroporto de Madrid-Barajas
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,False,R-2
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,False,R-3
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,True,A-5
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,True,A-6
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,True,A-42
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,True,R-4 - Córdoba
Cruzamento da A-4 com a M-50,Cruzamento da M-50 com a R-4,Car,True,R-5
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,False,A-4 - Córdoba
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,False,A-5
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,False,A-6
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,False,A-42
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,False,R-4 - Córdoba
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,False,R-5
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,True,A-1
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,True,A-2
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,True,A-3 - Valência
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,True,Aeroporto de Madrid-Barajas
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,True,R-2
Cruzamento da A-4 com a M-50,M-50 - Saída 41,Car,True,R-3 - Valência
Cruzamento da A-4 com a SE-20,SE-20 - Miraflores,Car,False,A-4 - Córdoba
Cruzamento da A-4 com a SE-20,SE-20 - Miraflores,Car,False,Aeroporto de Sevilha
Cruzamento da A-4 com a SE-20,SE-20 - Miraflores,Car,True,A-49 - Huelva
Cruzamento da A-4 com a SE-20,SE-20 - Miraflores,Car,True,A-66 - Mérida
Cruzamento da A-4 com a SE-20,SE-20 - Miraflores,Car,True,Sevilha - Isla de la Cartuja
Cruzamento da A-4 Norte com a SE-30,Ronda Urbana Norte de Sevilha - Poligono Calonge,Car,False,A-4 - Cádiz
Cruzamento da A-4 Norte com a SE-30,Ronda Urbana Norte de Sevilha - Poligono Calonge,Car,False,A-49 - Huelva
Cruzamento da A-4 Norte com a SE-30,Ronda Urbana Norte de Sevilha - Poligono Calonge,Car,False,A-92 - Granada
Cruzamento da A-4 Norte com a SE-30,Ronda Urbana Norte de Sevilha - Poligono Calonge,Car,False,Porto de Sevilha
Cruzamento da A-4 Norte com a SE-30,Ronda Urbana Norte de Sevilha - Poligono Calonge,Car,True,A-66 - Mérida
Cruzamento da A-4 Norte com a SE-30,Ronda Urbana Norte de Sevilha - Poligono Calonge,Car,True,Ronda Urbana Norte de Sevilha
Cruzamento da A-4 Norte com a SE-30,SE-30 - Saída 1,Car,False,A-66 - Mérida
Cruzamento da A-4 Norte com a SE-30,SE-30 - Saída 1,Car,False,Ronda Urbana Norte de Sevilha
Cruzamento da A-4 Norte com a SE-30,SE-30 - Saída 1,Car,False,Sevilha - Centro da cidade
Cruzamento da A-4 Norte com a SE-30,SE-30 - Saída 1,Car,True,A-4 - Cádiz
Cruzamento da A-4 Norte com a SE-30,SE-30 - Saída 1,Car,True,A-49 - Huelva
Cruzamento da A-4 Norte com a SE-30,SE-30 - Saída 1,Car,True,A-92 - Granada
Cruzamento da A-4 Norte com a SE-30,SE-30 - Saída 1,Car,True,Porto de Sevilha
Cruzamento da A-4 Norte com a SE-40,SE-40 - Saída 5,Car,False,A-4 - Córdoba
Cruzamento da A-4 Norte com a SE-40,SE-40 - Saída 5,Car,True,A-4 - Cádiz
Cruzamento da A-4 Norte com a SE-40,SE-40 - Saída 5,Car,True,A-92 - Granada
Cruzamento da A-4 Norte com a SE-40,SE-40 - Saída 5,Car,True,A-376 - Utrera
Cruzamento da A-4 Sul com a SE-30,Cruzamento da A-4 Sul com a SE-40,Car,False,Aeroporto de Sevilha
Cruzamento da A-4 Sul com a SE-30,Cruzamento da A-4 Sul com a SE-40,Car,False,Sevilha
Cruzamento da A-4 Sul com a SE-30,Cruzamento da A-4 Sul com a SE-40,Car,True,Cádiz
Cruzamento da A-4 Sul com a SE-30,Ponte do Centenário,Car,False,A-4 - Cádiz/Córdoba/Aeroporto de Sevilha
Cruzamento da A-4 Sul com a SE-30,Ponte do Centenário,Car,False,A-92 - Granada/Málaga
Cruzamento da A-4 Sul com a SE-30,Ponte do Centenário,Car,False,Porto de Sevilha Este
Cruzamento da A-4 Sul com a SE-30,Ponte do Centenário,Car,True,A-49 - Huelva
Cruzamento da A-4 Sul com a SE-30,Ponte do Centenário,Car,True,A-66 - Mérida
Cruzamento da A-4 Sul com a SE-30,Ponte do Centenário,Car,True,Porto de Sevilha Oeste
Cruzamento da A-4 Sul com a SE-30,SE-30 - Saída 8,Car,False,A-4 - Cádiz
Cruzamento da A-4 Sul com a SE-30,SE-30 - Saída 8,Car,False,A-49 - Huelva
Cruzamento da A-4 Sul com a SE-30,SE-30 - Saída 8,Car,False,A-66 - Mérida
Cruzamento da A-4 Sul com a SE-30,SE-30 - Saída 8,Car,False,Porto de Sevilha
Cruzamento da A-4 Sul com a SE-30,SE-30 - Saída 8,Car,True,A-4 - Córdoba
Cruzamento da A-4 Sul com a SE-30,SE-30 - Saída 8,Car,True,A-92 - Granada
Cruzamento da A-4 Sul com a SE-30,SE-30 - Saída 8,Car,True,A-376 - Utrera
Cruzamento da A-4 Sul com a SE-40,SE-40 - Saída 19,Car,False,A-4 - Cádiz/Sevilha
Cruzamento da A-4 Sul com a SE-40,SE-40 - Saída 19,Car,True,A-4 - Carmona/Córdoba
Cruzamento da A-4 Sul com a SE-40,SE-40 - Saída 19,Car,True,A-92 - Granada/Málaga/Sevilha
Cruzamento da A-4 Sul com a SE-40,SE-40 - Saída 19,Car,True,A-376 - Sevilha/Utrera
Cruzamento da A-4 Sul com a SE-40,SE-40 - Saída 19,Car,True,Aeroporto de Sevilha
Cruzamento da A-5 com a EX-A1,EX-A1 - Saída 9,Car,False,A-5
Cruzamento da A-5 com a EX-A1,EX-A1 - Saída 9,Car,False,Navalmoral de la Mata
Cruzamento da A-5 com a EX-A1,EX-A1 - Saída 9,Car,True,Navalmoral de la Mata
Cruzamento da A-5 com a EX-A1,EX-A1 - Saída 9,Car,True,Parque Nacional de Monfragüe
Cruzamento da A-5 com a EX-A1,EX-A1 - Saída 9,Car,True,Plasencia
Cruzamento da A-5 com a EX-A2,EX-A2 - Saída 6,Car,False,Madrid
Cruzamento da A-5 com a EX-A2,EX-A2 - Saída 6,Car,False,Miajadas
Cruzamento da A-5 com a EX-A2,EX-A2 - Saída 6,Car,True,Don Benito
Cruzamento da A-5 com a EX-A2,EX-A2 - Saída 6,Car,True,Villanueva de la Serena
Cruzamento da A-5 com a M-30,"Cuesta de San Vicente, Madrid",Car,False,Badajoz
Cruzamento da A-5 com a M-30,"Cuesta de San Vicente, Madrid",Car,False,Casa de Campo
Cruzamento da A-5 com a M-30,"Cuesta de San Vicente, Madrid",Car,False,M-30 - Todas as direcções
Cruzamento da A-5 com a M-30,"Cuesta de San Vicente, Madrid",Car,True,Madrid - Plaza de España
Cruzamento da A-5 com a M-30,M-30 - Calle de San Pol de Mar,Car,False,A-3
Cruzamento da A-5 com a M-30,M-30 - Calle de San Pol de Mar,Car,False,A-4
Cruzamento da A-5 com a M-30,M-30 - Calle de San Pol de Mar,Car,False,A-5 - Badajoz
Cruzamento da A-5 com a M-30,M-30 - Calle de San Pol de Mar,Car,False,A-42
