Location A,Location B,Means of transport,Distance,Way,Cardinal point,Order A,Order B
A-1 - Saída 85,A-1 - Saída 87,Car,1.9,A-1,N,2,1
A-1 - Saída 87,A-1 - Saída 92,Car,3.9,A-1,N,2,1
A-1 - Saída 92,A-1 - Saída 99,Car,7.0,A-1,N,2,1
A-1 - Saída 99,A-1 - Saída 100,Car,1.6,A-1,N,2,1
A-1 - Saída 100,A-1 - Saída 103,Car,3.5,A-1,N,2,1
A-2 - Saída 3,"Avenida de América, Madrid",Car,0.8,A-2,SW,1,1
A-2 - Saída 3,Cruzamento da A-2 com a M-30,Car,0.5,A-2,NE,2,3
A-2 - Saída 4C,A-2 - Saída 5,Car,0.8,A-2,NE,2,1
A-2 - Saída 4C,Cruzamento da A-2 com a M-30,Car,0.7,A-2,SW,1,4
A-2 - Saída 5,A-2 - Saída 7-8,Car,1.6,A-2,E,2,1
A-2 - Saída 7-8,A-2 - Saída 9,Car,1.5,A-2,E,2,1
A-2 - Saída 9,Cruzamento da A-2 com a M-14,Car,1.7,A-2,E,2,1
A-2 - Saída 11-12,A-2 - Saída 15,Car,3.2,A-2,E,2,1
A-2 - Saída 11-12,Cruzamento da A-2 com a M-14,Car,0.7,A-2,W,1,2
A-2 - Saída 15,A-2 - Saída 16A,Car,0.9,A-2,E,2,1
A-2 - Saída 16A,A-2 - Saída 16B,Car,0.2,A-2,E,2,1
A-2 - Saída 16B,A-2 - Saída 17,Car,0.9,A-2,E,2,1
A-2 - Saída 17,A-2 - Saída 18,Car,1.2,A-2,E,2,1
A-2 - Saída 18,A-2 - Saída 20,Car,1.9,A-2,E,2,1
A-2 - Saída 20,A-2 - Saída 22,Car,1.9,A-2,E,2,1
A-2 - Saída 22,A-2 - Saída 23,Car,1.7,A-2,E,2,1
A-2 - Saída 23,A-2 - Saída 24,Car,1.2,A-2,E,2,1
A-2 - Saída 24,Cruzamento da A-2 com a M-100 e a M-203,Car,0.9,A-2,E,2,1
A-2 - Saída 26,A-2 - Saída 28,Car,1.3,A-2,NE,2,1
A-2 - Saída 26,Cruzamento da A-2 com a M-100 e a M-203,Car,1.3,A-2,W,1,2
A-2 - Saída 28,A-2 - Saída 30,Car,2.7,A-2,NE,2,1
A-2 - Saída 30,A-2 - Saída 32,Car,1.4,A-2,E,2,1
A-2 - Saída 32,A-2 - Saída 33,Car,1.6,A-2,E,2,1
A-2 - Saída 33,A-2 - Saída 35,Car,2.1,A-2,NE,2,1
A-2 - Saída 35,A-2 - Saída 38,Car,3.2,A-2,NE,2,1
A-2 - Saída 38,A-2 - Saída 40,Car,1.9,A-2,NE,2,1
A-2 - Saída 40,A-2 - Saída 42,Car,1.6,A-2,NE,2,1
A-2 - Saída 42,A-2 - Saída 44,Car,2.3,A-2,NE,2,1
A-2 - Saída 44,A-2 - Saída 48,Car,3.6,A-2,NE,2,1
A-2 - Saída 48,A-2 - Saída 51,Car,3.7,A-2,NE,2,1
A-2 - Saída 51,A-2 - Saída 52A,Car,0.8,A-2,NE,2,1
A-2 - Saída 52A,A-2 - Saída 52B,Car,0.9,A-2,E,2,1
A-2 - Saída 52B,A-2 - Saída 53,Car,0.8,A-2,E,2,1
A-2 - Saída 53,A-2 - Saída 55,Car,2.0,A-2,E,2,1
A-2 - Saída 55,A-2 - Saída 56,Car,0.9,A-2,E,2,1
A-2 - Saída 56,Cruzamento da A-2 com a CM-10,Car,2.5,A-2,NE,2,1
A-2 - Saída 61,Cruzamento da A-2 com a CM-10,Car,2.4,A-2,SW,1,2
A-2 - Saída 61,Cruzamento da A-2 com a R-2,Car,0.8,A-2,NE,2,1
A-2 - Saída 64,A-2 - Saída 69,Car,4.6,A-2,NE,2,1
A-2 - Saída 64,Cruzamento da A-2 com a R-2,Car,3.1,A-2,SW,1,2
A-2 - Saída 69,A-2 - Saída 71,Car,1.4,A-2,NE,2,1
A-2 - Saída 71,A-2 - Saída 73,Car,2.7,A-2,NE,2,1
A-2 - Saída 73,A-2 - Saída 75,Car,2.3,A-2,NE,2,1
A-4 - Saída 39,A-4 - Saída 44,Car,6.1,A-4,SW,1,2
A-4 - Saída 44,A-4 - Saída 47,Car,2.7,A-4,SE,1,2
A-4 - Saída 44,R-4 - Saída 29,Car,1.2,,NW,3,3
A-4 - Saída 47,A-4 - Saída 52,Car,5.0,A-4,SE,1,2
A-4 - Saída 47,R-4 - Saída 32,Car,0.7,,W,3,3
A-4 - Saída 52,A-4 - Saída 53-54,Car,2.5,A-4,SE,1,2
A-4 - Saída 52,R-4 - Saída 38,Car,1.1,,S,3,3
A-4 - Saída 53-54,A-4 - Saída 55,Car,1.6,A-4,E,1,2
A-4 - Saída 55,A-4 - Saída 56,Car,1.0,A-4,E,1,2
A-4 - Saída 56,A-4 - Saída 58,Car,1.7,A-4,E,1,2
A-4 - Saída 58,A-4 - Saída 61,Car,2.6,A-4,E,1,2
A-4 - Saída 61,A-40 - Saída 182,Car,0.8,,S,3,3
A-4 - Saída 61,Cruzamento da A-4 com a A-40,Car,1.8,A-4,SE,1,2
A-4 - Saída 69,A-4 - Saída 70,Car,2.3,A-4,S,1,2
A-4 - Saída 69,Cruzamento da A-4 com a AP-36 e a R-4,Car,1.2,A-4,N,2,1
A-4 - Saída 70,A-4 - Saída 72,Car,2.7,A-4,S,1,2
A-4 - Saída 72,A-4 - Saída 79,Car,6.4,A-4,S,1,2
A-4 - Saída 79,A-4 - Saída 81,Car,1.0,A-4,S,1,2
A-4 - Saída 81,A-4 - Saída 83,Car,2.9,A-4,S,1,2
A-4 - Saída 83,A-4 - Saída 85,Car,1.7,A-4,S,1,2
A-4 - Saída 85,A-4 - Saída 92,Car,7.3,A-4,S,1,2
A-4 - Saída 92,A-4 - Saída 93,Car,0.9,A-4,S,1,2
A-4 - Saída 93,A-4 - Saída 94,Car,1.2,A-4,SW,1,2
A-4 - Saída 94,A-4 - Saída 98,Car,3.8,A-4,S,1,2
A-4 - Saída 98,A-4 - Saída 106,Car,8.8,A-4,S,1,2
A-4 - Saída 106,A-4 - Saída 112,Car,6.1,A-4,S,1,2
A-4 - Saída 112,A-4 - Saída 115,Car,2.1,A-4,S,1,2
A-4 - Saída 115,A-4 - Saída 118,Car,2.4,A-4,S,1,2
A-4 - Saída 118,A-4 - Saída 119,Car,1.8,A-4,S,1,2
A-4 - Saída 119,Cruzamento da A-4 com a CM-42,Car,2.0,A-4,SW,1,2
A-4 - Saída 134,A-4 - Saída 135,Car,0.7,A-4,SE,1,2
A-4 - Saída 134,Cruzamento da A-4 com a CM-42,Car,13.0,A-4,NW,2,1
A-4 - Saída 135,A-4 - Saída 136,Car,1.5,A-4,SE,1,2
A-4 - Saída 136,A-4 - Saída 137,Car,1.0,A-4,S,1,2
A-4 - Saída 137,A-4 - Saída 140,Car,2.7,A-4,SE,1,2
A-4 - Saída 140,A-4 - Saída 142,Car,1.7,A-4,SE,1,2
A-4 - Saída 142,A-4 - Saída 144,Car,2.8,A-4,SE,1,2
A-4 - Saída 144,A-4 - Saída 147,Car,2.8,A-4,SE,1,2
A-4 - Saída 147,A-4 - Saída 149,Car,1.7,A-4,S,1,2
A-4 - Saída 149,A-4 - Saída 153,Car,4.5,A-4,SE,1,2
A-4 - Saída 153,A-4 - Saída 155,Car,1.8,A-4,SE,1,2
A-4 - Saída 155,A-4 - Saída 159,Car,4.4,A-4,SE,1,2
A-4 - Saída 159,A-4 - Saída 160,Car,0.8,A-4,S,1,2
A-4 - Saída 160,A-4 - Saída 161,Car,1.6,A-4,S,1,2
A-4 - Saída 161,A-4 - Saída 167,Car,5.5,A-4,S,1,2
A-4 - Saída 167,Cruzamento da A-4 com a A-43,Car,3.2,A-4,S,1,2
A-4 - Saída 172,A-4 - Saída 174,Car,1.4,A-4,SW,1,2
A-4 - Saída 172,Cruzamento da A-4 com a A-43,Car,1.8,A-4,N,2,1
A-4 - Saída 174,A-4 - Saída 175,Car,2.6,A-4,S,1,2
A-4 - Saída 175,A-4 - Saída 178,Car,2.2,A-4,S,1,2
A-4 - Saída 178,A-4 - Saída 179,Car,1.1,A-4,S,1,2
A-4 - Saída 179,A-4 - Saída 180,Car,1.9,A-4,S,1,2
A-4 - Saída 180,A-4 - Saída 184,Car,3.1,A-4,S,1,2
A-4 - Saída 184,A-4 - Saída 186,Car,2.6,A-4,S,1,2
A-4 - Saída 186,A-4 - Saída 191,Car,4.7,A-4,S,1,2
A-4 - Saída 191,A-4 - Saída 193,Car,2.1,A-4,S,1,2
A-4 - Saída 193,A-4 - Saída 197,Car,3.9,A-4,S,1,2
A-4 - Saída 197,A-4 - Saída 199,Car,1.5,A-4,SW,1,2
A-4 - Saída 199,A-4 - Saída 200,Car,1.3,A-4,SW,1,2
A-4 - Saída 200,A-4 - Saída 201,Car,1.1,A-4,SW,1,2
A-4 - Saída 201,A-4 - Saída 202,Car,1.3,A-4,SW,1,2
A-4 - Saída 202,A-4 - Saída 205,Car,2.7,A-4,S,1,2
A-4 - Saída 205,A-4 - Saída 208,Car,2.4,A-4,S,1,2
A-4 - Saída 208,A-4 - Saída 210,Car,2.2,A-4,SW,1,2
A-4 - Saída 210,A-4 - Saída 213,Car,3.9,A-4,SW,1,2
A-4 - Saída 213,A-4 - Saída 216,Car,2.2,A-4,SW,1,2
A-4 - Saída 216,A-4 - Saída 217,Car,2.1,A-4,SE,1,2
A-4 - Saída 217,A-4 - Saída 220,Car,2.5,A-4,S,1,2
A-4 - Saída 220,A-4 - Saída 223,Car,3.7,A-4,SW,1,2
A-4 - Saída 223,A-4 - Saída 227,Car,3.3,A-4,S,1,2
A-4 - Saída 227,A-4 - Saída 230,Car,3.4,A-4,S,1,2
A-4 - Saída 230,A-4 - Saída 231,Car,1.1,A-4,S,1,2
A-4 - Saída 231,A-4 - Saída 232,Car,0.8,A-4,SW,1,2
A-4 - Saída 232,A-4 - Saída 234,Car,1.2,A-4,SW,1,2
A-4 - Saída 234,A-4 - Saída 238,Car,4.3,A-4,S,1,2
A-4 - Saída 238,A-4 - Saída 241,Car,2.9,A-4,S,1,2
A-4 - Saída 241,A-4 - Saída 243,Car,2.3,A-4,S,1,2
A-4 - Saída 243,A-4 - Saída 250-252,Car,5.4,A-4,SW,1,2
A-4 - Saída 250-252,A-4 - Saída 257,Car,3.9,A-4,SW,1,2
A-4 - Saída 257,A-4 - Saída 258,Car,0.7,A-4,S,1,2
A-4 - Saída 258,A-4 - Saída 259,Car,1.2,A-4,S,1,2
A-4 - Saída 259,A-4 - Saída 262,Car,2.5,A-4,SW,1,2
A-4 - Saída 262,A-4 - Saída 264,Car,2.3,A-4,SW,1,2
A-4 - Saída 264,A-4 - Saída 265,Car,1.1,A-4,SW,1,2
A-4 - Saída 265,A-4 - Saída 266,Car,1.4,A-4,SW,1,2
A-4 - Saída 266,A-4 - Saída 268,Car,1.9,A-4,SW,1,2
A-4 - Saída 268,A-4 - Saída 269,Car,0.5,A-4,SW,1,2
A-4 - Saída 269,A-4 - Saída 270,Car,1.1,A-4,SW,1,2
A-4 - Saída 270,A-4 - Saída 274,Car,3.0,A-4,S,1,2
A-4 - Saída 274,A-4 - Saída 275,Car,1.3,A-4,S,1,2
A-4 - Saída 275,A-4 - Saída 280,Car,4.9,A-4,SW,1,2
A-4 - Saída 280,A-4 - Saída 283,Car,3.0,A-4,SW,1,2
A-4 - Saída 283,A-4 - Saída 285,Car,1.9,A-4,SW,1,2
A-4 - Saída 285,A-4 - Saída 286,Car,1.3,A-4,SW,1,2
A-4 - Saída 286,A-4 - Saída 288,Car,2.0,A-4,SW,1,2
A-4 - Saída 288,Cruzamento da A-4 com a A-44,Car,4.0,A-4,SW,1,2
A-4 - Saída 299,A-4 - Saída 301,Car,2.1,A-4,SW,1,2
A-4 - Saída 299,Cruzamento da A-4 com a A-44,Car,5.0,A-4,NE,2,1
A-4 - Saída 301,A-4 - Saída 303,Car,3.0,A-4,SW,1,2
A-4 - Saída 303,A-4 - Saída 310,Car,5.8,A-4,SW,1,2
A-4 - Saída 310,A-4 - Saída 312,Car,2.8,A-4,W,1,2
A-4 - Saída 312,A-4 - Saída 316,Car,3.2,A-4,W,1,2
A-4 - Saída 316,A-4 - Saída 317,Car,1.0,A-4,W,1,2
A-4 - Saída 317,A-4 - Saída 318,Car,1.3,A-4,SW,1,2
A-4 - Saída 318,A-4 - Saída 319,Car,1.5,A-4,SW,1,2
A-4 - Saída 319,A-4 - Saída 321,Car,1.3,A-4,W,1,2
A-4 - Saída 321,A-4 - Saída 323,Car,2.2,A-4,SW,1,2
A-4 - Saída 323,A-4 - Saída 324,Car,1.0,A-4,W,1,2
A-4 - Saída 324,A-4 - Saída 325,Car,0.6,A-4,SW,1,2
A-4 - Saída 325,A-4 - Saída 326,Car,0.8,A-4,NW,1,2
A-4 - Saída 326,A-4 - Saída 329,Car,3.0,A-4,NW,1,2
A-4 - Saída 329,A-4 - Saída 335,Car,5.2,A-4,SW,1,2
A-4 - Saída 335,A-4 - Saída 339,Car,3.6,A-4,SW,1,2
A-4 - Saída 339,A-4 - Saída 346,Car,6.4,A-4,SW,1,2
A-4 - Saída 346,A-4 - Saída 348,Car,2.1,A-4,SW,1,2
A-4 - Saída 348,A-4 - Saída 350,Car,1.8,A-4,W,1,2
A-4 - Saída 350,A-4 - Saída 356,Car,4.4,A-4,NW,1,2
A-4 - Saída 356,A-4 - Saída 358,Car,2.3,A-4,NW,1,2
A-4 - Saída 358,A-4 - Saída 359,Car,1.1,A-4,W,1,2
A-4 - Saída 359,A-4 - Saída 361,Car,1.8,A-4,SW,1,2
A-4 - Saída 361,A-4 - Saída 364,Car,3.0,A-4,SW,1,2
A-4 - Saída 364,A-4 - Saída 367,Car,3.6,A-4,SW,1,2
A-4 - Saída 367,A-4 - Saída 370,Car,2.1,A-4,SW,1,2
A-4 - Saída 370,A-4 - Saída 374,Car,4.6,A-4,SW,1,2
A-4 - Saída 374,A-4 - Saída 377,Car,3.1,A-4,SW,1,2
A-4 - Saída 377,A-4 - Saída 383,Car,5.1,A-4,SW,1,2
A-4 - Saída 383,A-4 - Saída 385,Car,2.0,A-4,SW,1,2
A-4 - Saída 385,A-4 - Saída 391,Car,5.6,A-4,SW,1,2
A-4 - Saída 391,A-4 - Saída 396,Car,4.6,A-4,SW,1,2
A-4 - Saída 396,Cruzamento da A-4 com a CO-31,Car,2.8,A-4,W,1,2
A-4 - Saída 400,A-4 - Saída 401,Car,0.6,A-4,SW,1,2
A-4 - Saída 400,Cruzamento da A-4 com a CO-31,Car,1.8,A-4,NE,2,1
A-4 - Saída 401,A-4 - Saída 403,Car,1.7,A-4,SW,1,2
A-4 - Saída 403,A-4 - Saída 404,Car,1.3,A-4,SW,1,2
A-4 - Saída 404,A-4 - Saída 406,Car,1.0,A-4,SW,1,2
A-4 - Saída 406,Cruzamento da A-4 com a A-45,Car,2.2,A-4,S,1,2
A-4 - Saída 411,A-4 - Saída 412,Car,1.0,A-4,SW,1,2
A-4 - Saída 411,Cruzamento da A-4 com a A-45,Car,2.2,A-4,NE,2,1
A-4 - Saída 412,A-4 - Saída 414,Car,2.1,A-4,SW,1,2
A-4 - Saída 414,A-4 - Saída 418,Car,3.3,A-4,S,1,2
A-4 - Saída 418,A-4 - Saída 420,Car,2.5,A-4,SW,1,2
A-4 - Saída 418,A-45 - Saída 16,Car,11.7,N-331,SE,3,3
A-4 - Saída 420,A-4 - Saída 424,Car,4.5,A-4,SW,1,2
A-4 - Saída 424,A-4 - Saída 430,Car,5.3,A-4,SW,1,2
A-4 - Saída 430,A-4 - Saída 432,Car,2.3,A-4,SW,1,2
A-4 - Saída 432,A-4 - Saída 434,Car,3.1,A-4,SW,1,2
A-4 - Saída 432,La Carlota,Car,1.3,,S,3,2
A-4 - Saída 434,A-4 - Saída 437,Car,2.4,A-4,S,1,2
A-4 - Saída 434,La Carlota,Car,2.2,,NE,3,1
A-4 - Saída 437,A-4 - Saída 441,Car,3.7,A-4,SW,1,2
A-4 - Saída 441,A-4 - Saída 444,Car,2.7,A-4,SW,1,2
A-4 - Saída 444,A-4 - Saída 445,Car,1.7,A-4,SW,1,2
A-4 - Saída 445,A-4 - Saída 450,Car,4.7,A-4,SW,1,2
A-4 - Saída 450,A-4 - Saída 455,Car,4.9,A-4,SW,1,2
A-4 - Saída 450,Écija,Car,4.0,,SW,3,2
A-4 - Saída 455,A-4 - Saída 457,Car,1.9,A-4,SW,1,2
A-4 - Saída 455,Écija,Car,1.9,,NE,3,1
A-4 - Saída 457,A-4 - Saída 459,Car,2.0,A-4,W,1,2
A-4 - Saída 457,Marchena,Car,36.7,,SW,3,1
A-4 - Saída 459,A-4 - Saída 461,Car,2.1,A-4,W,1,2
A-4 - Saída 461,A-4 - Saída 464,Car,3.5,A-4,W,1,2
A-4 - Saída 464,A-4 - Saída 468,Car,3.6,A-4,W,1,2
A-4 - Saída 468,A-4 - Saída 471,Car,2.4,A-4,W,1,2
A-4 - Saída 471,A-4 - Saída 475,Car,4.7,A-4,W,1,2
A-4 - Saída 475,A-4 - Saída 480,Car,4.4,A-4,SW,1,2
A-4 - Saída 480,A-4 - Saída 482,Car,1.9,A-4,SW,1,2
A-4 - Saída 482,A-4 - Saída 484,Car,2.9,A-4,W,1,2
A-4 - Saída 484,A-4 - Saída 487,Car,2.4,A-4,W,1,2
A-4 - Saída 487,A-4 - Saída 491,Car,4.3,A-4,SW,1,2
A-4 - Saída 491,A-4 - Saída 494,Car,3.0,A-4,SW,1,2
A-4 - Saída 494,A-4 - Saída 498,Car,3.5,A-4,SW,1,2
A-4 - Saída 498,A-4 - Saída 500,Car,1.8,A-4,W,1,2
A-4 - Saída 500,A-4 - Saída 504,Car,4.0,A-4,W,1,2
A-4 - Saída 504,A-4 - Saída 506,Car,2.4,A-4,NW,1,2
A-4 - Saída 504,Carmona,Car,3.3,,SW,3,4
A-4 - Saída 506,A-4 - Saída 508,Car,1.6,A-4,SW,1,2
A-4 - Saída 506,Carmona,Car,2.0,,S,3,3
A-4 - Saída 508,A-4 - Saída 511,Car,2.8,A-4,SW,1,2
A-4 - Saída 508,Carmona,Car,2.0,,SE,3,2
A-4 - Saída 511,A-4 - Saída 514,Car,2.7,A-4,W,1,2
A-4 - Saída 511,Carmona,Car,4.3,,E,3,1
A-4 - Saída 514,A-4 - Saída 516,Car,2.1,A-4,SW,1,2
A-4 - Saída 516,A-4 - Saída 519,Car,2.6,A-4,SW,1,2
A-4 - Saída 519,A-4 - Saída 521,Car,1.7,A-4,SW,1,2
A-4 - Saída 521,A-4 - Saída 523,Car,2.7,A-4,SW,1,2
A-4 - Saída 523,A-4 - Saída 524,Car,1.2,A-4,SW,1,2
A-4 - Saída 524,Cruzamento da A-4 Norte com a SE-40,Car,1.9,A-4,W,1,2
A-4 - Saída 528,A-4 - Saída 530,Car,1.7,A-4,NW,1,2
A-4 - Saída 528,Cruzamento da A-4 Norte com a SE-40,Car,1.8,A-4,E,2,1
A-4 - Saída 530,A-4 - Saída 532,Car,2.1,A-4,SW,1,2
A-4 - Saída 532,A-4 - Saída 533,Car,1.0,A-4,SW,1,2
A-4 - Saída 532,Aeroporto de Sevilha,Car,0.5,,S,3,2
A-4 - Saída 533,Aeroporto de Sevilha,Car,1.0,,E,3,1
A-4 - Saída 533,Cruzamento da A-4 com a SE-20,Car,1.6,A-4,SW,1,2
A-4 - Saída 536,Cruzamento da A-4 com a SE-20,Car,1.6,A-4,NE,2,1
A-4 - Saída 536,Cruzamento da A-4 Norte com a SE-30,Car,0.6,A-4,SW,1,3
A-4 - Saída 553,Cruzamento da A-4 Sul com a SE-40,Car,3.0,A-4,N,1,2
A-4 - Saída 553,Cruzamento Norte da A-4 com a AP-4,Car,5.3,A-4,SE,2,1
A-4 - Saída 560,A-4 - Saída 562,Car,2.3,A-4,S,2,1
A-4 - Saída 560,Cruzamento Norte da A-4 com a AP-4,Car,2.0,A-4,N,1,3
A-4 - Saída 562,A-4 - Saída 565,Car,3.2,A-4,S,2,1
A-4 - Saída 565,Los Palacios y Villafranca,Car,2.6,N-4,S,2,1
A-4 - Saída 628,A-4 - Saída 631,Car,2.8,A-4,SW,2,1
A-4 - Saída 628,Aeroporto de Jerez,Car,1.1,N-346,SE,3,1
A-4 - Saída 628,El Cuervo de Sevilla,Car,13.2,N-4,NE,1,2
A-4 - Saída 631,A-4 - Saída 632,Car,1.2,A-4,SW,2,1
A-4 - Saída 632,A-4 - Saída 633,Car,1.1,A-4,SW,2,1
A-4 - Saída 633,A-4 - Saída 635,Car,1.4,A-4,W,2,1
A-4 - Saída 635,A-4 - Saída 637,Car,2.4,A-4,W,2,1
A-4 - Saída 637,A-4 - Saída 639,Car,1.9,A-4,SW,2,1
A-4 - Saída 639,Cruzamento da A-4 com a A-480,Car,2.0,A-4,S,2,1
A-4 - Saída 646,Cruzamento da A-4 com a A-4a,Car,0.6,A-4,NE,1,2
A-4 - Saída 646,Cruzamento da A-4 com a A-491,Car,3.1,A-4,S,2,1
A-4 - Saída 660,A-4 - Saída 664,Car,3.2,A-4,SE,2,1
A-4 - Saída 660,Cruzamento Sul da A-4 com a AP-4,Car,2.4,A-4,N,1,4
A-4 - Saída 664,Cruzamento da A-4 com a A-48 e a CA-33,Car,5.0,A-4,SW,2,1
A-5 - Aluche,A-5 - Avenida de los Poblados,Car,0.4,A-5,SE,1,2
A-5 - Aluche,A-5 - Carretera de Boadilla del Monte,Car,0.5,A-5,NW,2,1
A-5 - Avenida de los Poblados,A-5 - Calle de Allande,Car,0.9,A-5,SE,1,2
A-5 - Calle de Allande,A-5 - Cuatro Vientos,Car,1.1,A-5,SE,1,2
A-5 - Carretera de Boadilla del Monte,A-5 - Saída 5A,Car,0.5,A-5,NE,2,1
A-5 - Cuatro Vientos,Cruzamento da A-5 com a M-40,Car,1.6,A-5,SE,1,4
A-5 - El Batán,A-5 - Saída 3,Car,1.0,A-5,NE,2,1
A-5 - El Batán,A-5 - Saída 5A,Car,0.8,A-5,SW,1,2
A-5 - Museo del Aire,A-5 - Saída 11,Car,0.7,A-5,SW,1,2
A-5 - Museo del Aire,Cruzamento da A-5 com a M-40,Car,0.5,A-5,NE,2,3
A-5 - Quinta Asturias,A-5 - Saída 25,Car,0.5,A-5,E,2,1
A-5 - Quinta Asturias,A-5 - Saída 27,Car,1.9,A-5,W,1,2
A-5 - Saída 3,Cruzamento da A-5 com a M-30,Car,1.8,A-5,NE,2,3
A-5 - Saída 11,A-5 - Saída 12A,Car,0.5,A-5,SW,1,2
A-5 - Saída 12,A-5 - Saída 12B,Car,0.6,A-5,NE,2,1
A-5 - Saída 12,A-5 - Saída 13,Car,0.8,A-5,W,1,2
A-5 - Saída 12A,A-5 - Saída 12B,Car,0.3,A-5,SW,1,2
A-5 - Saída 12A,A-5R - Alcorcón Norte,Car,0.6,A-5R,E,3,1
A-5 - Saída 13,A-5 - Saída 14,Car,1.0,A-5,W,1,2
A-5 - Saída 14,A-5 - Saída 18,Car,3.2,A-5,SW,1,2
A-5 - Saída 14,M-50 - Saída 62,Car,3.3,,S,4,4
A-5 - Saída 14,M-50 - Saída 65,Car,3.5,,NW,3,4
A-5 - Saída 18,A-5 - Saída 19,Car,1.6,A-5,SW,1,2
A-5 - Saída 18,M-50 - Saída 62,Car,2.8,,SE,4,3
A-5 - Saída 18,M-50 - Saída 65,Car,3.3,,NE,3,3
A-5 - Saída 19,A-5 - Saída 21,Car,1.9,A-5,SW,1,2
A-5 - Saída 21,A-5 - Saída 22,Car,1.5,A-5,SW,1,2
A-5 - Saída 22,A-5 - Saída 23,Car,1.6,A-5,W,1,2
A-5 - Saída 23,A-5 - Saída 24,Car,0.8,A-5,SW,1,2
A-5 - Saída 23,Intu Xanadú,Car,1.3,,SW,3,3
A-5 - Saída 24,A-5 - Saída 25,Car,0.3,A-5,SW,1,2
A-5 - Saída 24,Intu Xanadú,Car,2.0,,E,3,2
A-5 - Saída 25,Intu Xanadú,Car,1.7,,E,3,1
A-5 - Saída 27,A-5 - Saída 28,Car,0.8,A-5,SW,1,2
A-5 - Saída 28,A-5 - Saída 28B,Car,0.7,A-5,SW,1,2
A-5 - Saída 28B,A-5 - Saída 29A,Car,0.5,A-5,SW,1,2
A-5 - Saída 29A,A-5 - Saída 29B,Car,0.5,A-5,SW,1,2
A-5 - Saída 29B,A-5 - Saída 31,Car,1.9,A-5,SW,1,2
A-5 - Saída 31,A-5 - Saída 32,Car,1.3,A-5,W,1,2
A-5 - Saída 31,R-5 - Saída 28,Car,1.6,,S,3,3
A-5 - Saída 32,Cruzamento da A-5 com a R-5,Car,1.9,A-5,SW,1,2
A-5 - Saída 36,A-5 - Saída 40,Car,3.5,A-5,SW,1,2
A-5 - Saída 36,Cruzamento da A-5 com a R-5,Car,2.5,A-5,NE,2,1
A-5 - Saída 40,A-5 - Saída 43,Car,2.8,A-5,SW,1,2
A-5 - Saída 43,Cruzamento da A-5 com a CM-41,Car,3.0,A-5,SW,1,2
A-5 - Saída 47,A-5 - Saída 49,Car,1.5,A-5,SW,1,2
A-5 - Saída 47,Cruzamento da A-5 com a CM-41,Car,1.1,A-5,NE,2,1
A-5 - Saída 49,A-5 - Saída 52,Car,3.1,A-5,SW,1,2
A-5 - Saída 52,A-5 - Saída 58,Car,5.8,A-5,SW,1,2
A-5 - Saída 58,A-5 - Saída 61,Car,3.5,A-5,SW,1,2
A-5 - Saída 61,A-5 - Saída 66,Car,4.5,A-5,W,1,2
A-5 - Saída 66,A-5 - Saída 69,Car,2.8,A-5,SW,1,2
A-5 - Saída 69,A-5 - Saída 72,Car,4.0,A-5,SW,1,2
A-5 - Saída 72,A-5 - Saída 74,Car,1.4,A-5,SW,1,2
A-5 - Saída 74,Cruzamento da A-40 com a A-5,Car,1.1,A-5,SW,1,2
A-5 - Saída 79,A-5 - Saída 83,Car,3.7,A-5,SW,1,2
A-5 - Saída 79,Cruzamento da A-40 com a A-5,Car,3.6,A-5,NE,2,1
A-5 - Saída 83,A-5 - Saída 85,Car,2.4,A-5,SW,1,2
A-5 - Saída 85,A-5 - Saída 86,Car,1.7,A-5,W,1,2
A-5 - Saída 86,A-5 - Saída 88,Car,1.4,A-5,W,1,2
A-5 - Saída 88,A-5 - Saída 90,Car,2.4,A-5,SW,1,2
A-5 - Saída 90,A-5 - Saída 91,Car,0.9,A-5,W,1,2
A-5 - Saída 91,A-5 - Saída 92,Car,1.2,A-5,W,1,2
A-5 - Saída 92,A-5 - Saída 96,Car,4.0,A-5,W,1,2
A-5 - Saída 96,A-5 - Saída 101,Car,4.8,A-5,SW,1,2
A-5 - Saída 101,A-5 - Saída 106,Car,5.2,A-5,SW,1,2
A-5 - Saída 106,A-5 - Saída 111,Car,6.2,A-5,NW,1,2
A-5 - Saída 111,A-5 - Saída 115,Car,4.3,A-5,SW,1,2
A-5 - Saída 115,A-5 - Saída 118,Car,3.5,A-5,SW,1,2
A-5 - Saída 118,A-5 - Saída 123,Car,5.7,A-5,SW,1,2
A-5 - Saída 123,A-5 - Saída 124,Car,1.2,A-5,SW,1,2
A-5 - Saída 124,A-5 - Saída 126,Car,1.9,A-5,SW,1,2
A-5 - Saída 126,A-5 - Saída 128,Car,1.7,A-5,SW,1,2
A-5 - Saída 128,A-5 - Saída 130,Car,2.5,A-5,SW,1,2
A-5 - Saída 130,A-5 - Saída 135,Car,5.3,A-5,SW,1,2
A-5 - Saída 135,A-5 - Saída 142,Car,6.9,A-5,W,1,2
A-5 - Saída 142,A-5 - Saída 145,Car,2.2,A-5,NW,1,2
A-5 - Saída 145,A-5 - Saída 146,Car,1.9,A-5,W,1,2
A-5 - Saída 146,A-5 - Saída 148,Car,1.8,A-5,SW,1,2
A-5 - Saída 148,A-5 - Saída 152,Car,3.7,A-5,SW,1,2
